week_start,SKU_NO,sales
2020-02-24,P24,39
2020-02-24,P25,29
2020-02-24,P26,11
2020-02-24,P27,27
2020-02-24,P28,29
2020-02-24,P29,16
2020-02-24,P30,28
2020-02-24,P31,10
2020-02-24,P32,12
2020-02-24,P33,16
2020-02-24,P34,51
2020-02-24,P35,34
2020-02-24,P36,39
2020-02-24,P37,26
2020-02-24,P38,52
2020-02-24,P39,31
2020-02-24,P40,40
2020-02-24,P41,38
2020-02-24,P42,37
2020-02-24,P43,30
2020-02-24,P44,33
2020-02-24,P45,26
2020-02-24,P46,43
2020-02-24,P47,58
2020-02-24,P48,41
2020-02-24,P49,36
2020-02-24,P50,10
2020-02-24,P51,18
2020-02-24,P52,32
2020-02-24,P53,6
2020-02-24,P54,40
2020-02-24,P55,42
2020-02-24,P56,47
2020-02-24,P57,27
2020-02-24,P58,47
2020-02-24,P59,8
2020-02-24,P60,40
2020-02-24,P61,35
2020-02-24,P62,19
2020-02-24,P63,39
2020-02-24,P64,43
2020-02-24,P65,7
2020-02-24,P66,39
2020-02-24,P67,31
2020-02-24,P68,8
2020-02-24,P69,35
2020-02-24,P70,44
2020-02-24,P71,10
2020-02-24,P72,40
2020-02-24,P73,41
2020-02-24,P74,9
2020-02-24,P75,44
2020-02-24,P76,34
2020-02-24,P77,4
2020-02-24,P78,32
2020-02-24,P79,40
2020-02-24,P80,24
2020-02-24,P81,5
2020-02-24,P82,10
2020-02-24,P83,37
2020-02-24,P84,42
2020-02-24,P85,28
2020-02-24,P86,37
2020-02-24,P87,35
2020-02-24,P88,35
2020-02-24,P89,30
2020-02-24,P90,40
2020-02-24,P91,10
2020-02-24,P92,40
2020-02-24,P93,11
2020-02-24,P94,6
2020-02-24,P95,9
2020-02-24,P96,39
2020-02-24,P97,49
2020-02-24,P98,4
2020-02-24,P99,15
2020-02-24,P100,6
2020-02-24,P101,28
2020-02-24,P102,33
2020-02-24,P103,6
2020-02-24,P104,6
2020-02-24,P105,7
2020-02-24,P106,6
2020-02-24,P107,20
2020-02-24,P108,1
2020-02-24,P109,7
2020-02-24,P110,10
2020-02-24,P111,4
2020-02-24,P112,46
2020-02-24,P113,33
2020-02-24,P114,10
2020-02-24,P115,6
2020-02-24,P116,11
2020-02-24,P117,2
2020-02-24,P118,5
2020-02-24,P119,33
2020-02-24,P120,37
2020-02-24,P121,9
2020-02-24,P122,7
2020-02-24,P123,7
2020-02-24,P124,4
2020-02-24,P125,8
2020-02-24,P126,3
2020-02-24,P127,2
2020-02-24,P128,45
2020-02-24,P129,27
2020-02-24,P130,31
2020-02-24,P131,43
2020-02-24,P132,39
2020-02-24,P133,42
2020-02-24,P134,33
2020-02-24,P135,37
2020-02-24,P136,39
2020-02-24,P137,30
2020-02-24,P138,34
2020-02-24,P139,27
2020-02-24,P140,28
2020-02-24,P141,40
2020-02-24,P142,43
2020-02-24,P143,41
2020-02-24,P144,9
2020-02-24,P145,12
2020-02-24,P146,6
2020-02-24,P147,14
2020-02-24,P148,5
2020-02-24,P149,14
2020-02-24,P150,5
2020-02-24,P151,12
2020-02-24,P152,10
2020-02-24,P153,13
2020-02-24,P154,4
2020-02-24,P155,4
2020-02-24,P156,3
2020-02-24,P157,14
2020-02-24,P158,5
2020-02-24,P159,4
2020-02-24,P160,9
2020-02-24,P161,6
2020-02-24,P162,11
2020-02-24,P163,5
2020-02-24,P164,11
2020-02-24,P165,14
2020-02-24,P166,14
2020-02-24,P167,45
2020-02-24,P168,49
2020-02-24,P169,32
2020-02-24,P170,22
2020-02-24,P171,9
2020-02-24,P172,45
2020-02-24,P173,44
2020-02-24,P174,27
2020-02-24,P175,53
2020-02-24,P176,38
2020-02-24,P177,29
2020-02-24,P178,47
2020-02-24,P179,44
2020-02-24,P180,31
2020-02-24,P181,42
2020-02-24,P182,36
2020-02-24,P183,37
2020-02-24,P184,33
2020-02-24,P185,40
2020-02-24,P186,43
2020-02-24,P187,19
2020-02-24,P188,30
2020-02-24,P189,25
2020-02-24,P190,37
2020-02-24,P191,45
2020-02-24,P192,31
2020-02-24,P193,41
2020-02-24,P194,34
2020-02-24,P195,7
2020-02-24,P196,44
2020-02-24,P197,18
2020-02-24,P198,10
2020-02-24,P199,4
2020-02-24,P200,20
2020-02-24,P201,3
2020-02-24,P202,14
2020-02-24,P203,6
2020-02-24,P204,2
2020-02-24,P205,9
2020-02-24,P206,0
2020-02-24,P207,6
2020-02-24,P208,28
2020-02-24,P209,11
2020-02-24,P210,23
2020-02-24,P211,14
2020-02-24,P212,0
2020-02-24,P213,0
2020-02-24,P214,0
2020-02-24,P215,0
2020-02-24,P216,0
2020-02-24,P217,0
2020-02-24,P218,1
2020-02-24,P219,0
2020-02-24,P220,0
2020-02-24,P221,0
2020-02-24,P222,0
2020-02-24,P223,0
2020-02-24,P224,0
2020-02-24,P225,0
2020-02-24,P226,0
2020-02-24,P227,1
2020-02-24,P228,0
2020-02-24,P229,1
2020-02-24,P230,0
2020-02-24,P231,0
2020-02-24,P232,0
2020-02-24,P233,0
2020-02-24,P234,0
2020-02-24,P235,1
2020-02-24,P236,0
2020-02-24,P237,0
2020-02-24,P238,0
2020-02-24,P239,0
2020-02-24,P240,0
2020-02-24,P241,0
2020-02-24,P242,0
2020-02-24,P243,0
2020-02-24,P244,2
2020-02-24,P245,0
2020-02-24,P246,0
2020-02-24,P247,1
2020-02-24,P248,0
2020-02-24,P249,0
2020-02-24,P250,0
2020-02-24,P251,0
2020-02-24,P252,0
2020-02-24,P253,0
2020-02-24,P254,0
2020-02-24,P255,0
2020-02-24,P256,0
2020-02-24,P257,0
2020-02-24,P258,0
2020-02-24,P259,0
2020-02-24,P260,0
2020-02-24,P261,19
2020-02-24,P262,31
2020-02-24,P263,13
2020-02-24,P264,6
2020-02-24,P265,0
2020-02-24,P266,13
2020-02-24,P267,8
2020-02-24,P268,13
2020-02-24,P269,15
2020-02-24,P270,14
2020-02-24,P271,3
2020-02-24,P272,0
2020-02-24,P273,0
2020-02-24,P274,0
2020-02-24,P275,0
2020-02-24,P276,1
2020-02-24,P277,0
2020-02-24,P278,0
2020-02-24,P279,0
2020-02-24,P280,0
2020-02-24,P281,2
2020-02-24,P282,0
2020-02-24,P283,0
2020-02-24,P284,15
2020-02-24,P285,13
2020-02-24,P286,16
2020-02-24,P287,1
2020-02-24,P288,1
2020-02-24,P289,0
2020-02-24,P290,0
2020-02-24,P291,1
2020-02-24,P292,6
2020-02-24,P293,4
2020-02-24,P294,9
2020-02-24,P295,5
2020-02-24,P296,2
2020-02-24,P297,3
2020-02-24,P298,3
2020-02-24,P299,13
2020-02-24,P300,6
2020-02-24,P301,1
2020-02-24,P302,8
2020-02-24,P303,6
2020-02-24,P304,7
2020-02-24,P305,8
2020-02-24,P306,4
2020-02-24,P307,5
2020-02-24,P308,6
2020-02-24,P309,10
2020-02-24,P310,6
2020-02-24,P311,5
2020-02-24,P312,3
2020-02-24,P313,6
2020-02-24,P314,18
2020-02-24,P315,6
2020-02-24,P316,4
2020-02-24,P317,5
2020-02-24,P318,8
2020-02-24,P319,10
2020-02-24,P320,4
2020-02-24,P321,4
2020-02-24,P322,7
2020-02-24,P323,5
2020-02-24,P324,5
2020-02-24,P325,12
2020-02-24,P326,2
2020-02-24,P327,7
2020-02-24,P328,2
2020-02-24,P329,7
2020-02-24,P330,5
2020-02-24,P331,6
2020-02-24,P332,11
2020-02-24,P333,13
2020-02-24,P334,10
2020-02-24,P335,0
2020-02-24,P336,3
2020-02-24,P337,3
2020-02-24,P338,2
2020-02-24,P339,0
2020-02-24,P340,0
2020-02-24,P341,3
2020-02-24,P342,2
2020-02-24,P343,1
2020-02-24,P344,1
2020-02-24,P345,6
2020-02-24,P346,1
2020-02-24,P347,0
2020-02-24,P348,2
2020-02-24,P349,0
2020-02-24,P350,0
2020-02-24,P351,0
2020-02-24,P352,0
2020-02-24,P354,0
2020-02-24,P355,0
2020-02-24,P356,2
2020-02-24,P357,4
2020-02-24,P358,0
2020-02-24,P359,7
2020-02-24,P360,0
2020-02-24,P361,3
2020-02-24,P362,0
2020-02-24,P363,0
2020-02-24,P364,15
2020-02-24,P365,7
2020-02-24,P366,4
2020-02-24,P367,0
2020-02-24,P368,5
2020-02-24,P369,5
2020-02-24,P370,2
2020-02-24,P371,0
2020-02-24,P372,0
2020-02-24,P373,0
2020-02-24,P374,0
2020-02-24,P375,0
2020-02-24,P376,0
2020-02-24,P377,0
2020-02-24,P378,0
2020-02-24,P379,0
2020-02-24,P380,0
2020-02-24,P381,0
2020-02-24,P382,0
2020-02-24,P383,0
2020-02-24,P384,0
2020-02-24,P386,0
2020-02-24,P387,5
2020-02-24,P388,3
2020-02-24,P389,0
2020-02-24,P390,5
2020-02-24,P391,1
2020-02-24,P392,4
2020-02-24,P393,0
2020-02-24,P394,3
2020-02-24,P395,5
2020-02-24,P396,2
2020-02-24,P397,11
2020-02-24,P398,14
2020-02-24,P399,15
2020-02-24,P400,11
2020-02-24,P401,5
2020-02-24,P402,1
2020-02-24,P403,18
2020-02-24,P404,13
2020-02-24,P405,11
2020-02-24,P406,17
2020-02-24,P407,16
2020-02-24,P408,12
2020-02-24,P409,38
2020-02-24,P410,12
2020-02-24,P411,15
2020-02-24,P412,1
2020-02-24,P413,6
2020-02-24,P414,3
2020-02-24,P415,7
2020-02-24,P416,1
2020-02-24,P417,0
2020-02-24,P418,0
2020-02-24,P419,0
2020-02-24,P420,0
2020-02-24,P421,0
2020-02-24,P422,0
2020-02-24,P423,0
2020-02-24,P424,0
2020-02-24,P425,0
2020-02-24,P426,0
2020-02-24,P427,0
2020-02-24,P428,0
2020-02-24,P429,9
2020-02-24,P430,11
2020-02-24,P431,8
2020-02-24,P432,9
2020-02-24,P433,5
2020-02-24,P434,1
2020-02-24,P435,10
2020-02-24,P436,14
2020-02-24,P437,3
2020-02-24,P438,0
2020-02-24,P439,1
2020-02-24,P440,0
2020-02-24,P441,1
2020-02-24,P442,0
2020-02-24,P443,0
2020-02-24,P444,0
2020-02-24,P445,0
2020-02-24,P446,0
2020-02-24,P447,0
2020-02-24,P448,0
2020-02-24,P449,0
2020-02-24,P450,0
2020-02-24,P451,2
2020-02-24,P452,0
2020-02-24,P453,0
2020-02-24,P454,0
2020-02-24,P455,0
2020-02-24,P456,0
2020-02-24,P457,0
2020-02-24,P458,0
2020-02-24,P459,0
2020-02-24,P460,0
2020-02-24,P461,0
2020-02-24,P462,0
2020-02-24,P463,0
2020-02-24,P464,0
2020-02-24,P465,0
2020-02-24,P466,0
2020-02-24,P467,0
2020-02-24,P468,0
2020-02-24,P469,0
2020-02-24,P470,0
2020-02-24,P471,0
2020-02-24,P472,0
2020-02-24,P473,0
2020-02-24,P474,0
2020-02-24,P475,0
2020-02-24,P476,0
2020-02-24,P477,3
2020-02-24,P478,0
2020-02-24,P479,0
2020-02-24,P480,0
2020-02-24,P481,1
2020-02-24,P482,0
2020-02-24,P483,1
2020-02-24,P484,1
2020-02-24,P485,13
2020-02-24,P486,15
2020-02-24,P487,12
2020-02-24,P488,12
2020-02-24,P489,5
2020-02-24,P490,3
2020-02-24,P491,23
2020-02-24,P492,13
2020-02-24,P493,10
2020-02-24,P494,18
2020-02-24,P495,11
2020-02-24,P496,19
2020-02-24,P497,6
2020-02-24,P498,5
2020-02-24,P499,9
2020-02-24,P500,6
2020-02-24,P501,11
2020-02-24,P502,11
2020-02-24,P503,12
2020-02-24,P504,12
2020-02-24,P505,17
2020-02-24,P506,16
2020-02-24,P507,21
2020-02-24,P508,10
2020-02-24,P509,4
2020-02-24,P510,6
2020-02-24,P511,26
2020-02-24,P512,17
2020-02-24,P513,23
2020-02-24,P514,12
2020-02-24,P515,9
2020-02-24,P516,25
2020-02-24,P517,13
2020-02-24,P518,9
2020-02-24,P519,18
2020-02-24,P520,12
2020-02-24,P521,6
2020-02-24,P522,6
2020-02-24,P523,19
2020-02-24,P524,6
2020-02-24,P525,10
2020-02-24,P526,17
2020-02-24,P527,17
2020-02-24,P528,11
2020-02-24,P529,10
2020-02-24,P530,17
2020-02-24,P531,6
2020-02-24,P532,6
2020-02-24,P533,23
2020-02-24,P534,8
2020-02-24,P535,19
2020-02-24,P536,11
2020-02-24,P537,20
2020-02-24,P538,17
2020-02-24,P539,12
2020-02-24,P540,12
2020-02-24,P541,10
2020-02-24,P542,8
2020-02-24,P543,10
2020-02-24,P544,10
2020-02-24,P545,26
2020-02-24,P546,10
2020-02-24,P547,9
2020-02-24,P548,39
2020-02-24,P549,42
2020-02-24,P550,7
2020-02-24,P551,9
2020-02-24,P552,12
2020-02-24,P553,6
2020-02-24,P554,23
2020-02-24,P555,6
2020-02-24,P556,10
2020-02-24,P557,27
2020-02-24,P558,16
2020-02-24,P559,11
2020-02-24,P560,11
2020-02-24,P561,11
2020-02-24,P562,7
2020-02-24,P563,6
2020-02-24,P564,12
2020-02-24,P565,11
2020-02-24,P566,21
2020-02-24,P567,5
2020-02-24,P568,4
2020-02-24,P569,4
2020-02-24,P570,2
2020-02-24,P571,10
2020-02-24,P572,0
2020-02-24,P573,0
2020-02-24,P574,1
2020-02-24,P575,0
2020-02-24,P576,0
2020-02-24,P577,0
2020-02-24,P578,0
2020-02-24,P579,0
2020-02-24,P580,6
2020-02-24,P581,3
2020-02-24,P582,0
2020-02-24,P583,3
2020-02-24,P584,4
2020-02-24,P585,0
2020-02-24,P586,3
2020-02-24,P587,3
2020-02-24,P588,6
2020-02-24,P589,1
2020-02-24,P590,5
2020-02-24,P591,1
2020-02-24,P592,1
2020-02-24,P593,5
2020-02-24,P594,3
2020-02-24,P595,4
2020-02-24,P596,3
2020-02-24,P597,0
2020-02-24,P598,9
2020-02-24,P599,1
2020-02-24,P600,2
2020-02-24,P601,1
2020-02-24,P602,4
2020-02-24,P603,1
2020-02-24,P604,1
2020-02-24,P605,1
2020-02-24,P606,1
2020-02-24,P607,0
2020-02-24,P608,0
2020-02-24,P609,3
2020-02-24,P610,3
2020-02-24,P611,3
2020-02-24,P612,26
2020-02-24,P613,19
2020-02-24,P614,8
2020-02-24,P615,35
2020-02-24,P616,5
2020-02-24,P617,44
2020-02-24,P618,42
2020-02-24,P619,27
2020-02-24,P620,28
2020-02-24,P621,62
2020-02-24,P622,37
2020-02-24,P623,29
2020-02-24,P624,17
2020-02-24,P625,6
2020-02-24,P626,5
2020-02-24,P627,12
2020-02-24,P628,10
2020-02-24,P629,18
2020-02-24,P630,18
2020-02-24,P631,11
2020-02-24,P632,8
2020-02-24,P633,5
2020-02-24,P634,8
2020-02-24,P635,13
2020-02-24,P636,9
2020-02-24,P637,5
2020-02-24,P638,12
2020-02-24,P639,0
2020-02-24,P640,12
2020-02-24,P641,2
2020-02-24,P642,2
2020-02-24,P643,0
2020-02-24,P644,0
2020-02-24,P646,0
2020-02-24,P647,1
2020-02-24,P649,0
2020-02-24,P650,0
2020-02-24,P651,0
2020-02-24,P652,0
2020-02-24,P653,0
2020-02-24,P654,0
2020-02-24,P655,0
2020-02-24,P656,0
2020-02-24,P657,0
2020-02-24,P658,0
2020-02-24,P659,0
2020-02-24,P660,0
2020-02-24,P661,0
2020-02-24,P662,0
2020-02-24,P663,0
2020-02-24,P664,0
2020-02-24,P665,0
2020-02-24,P666,0
2020-02-24,P667,0
2020-02-24,P668,0
2020-02-24,P669,0
2020-02-24,P670,0
2020-02-24,P671,0
2020-02-24,P672,0
2020-02-24,P673,0
2020-02-24,P674,3
2020-02-24,P675,1
2020-02-24,P676,7
2020-02-24,P677,0
2020-02-24,P678,1
2020-02-24,P679,0
2020-02-24,P680,0
2020-02-24,P681,0
2020-02-24,P682,1
2020-02-24,P683,0
2020-02-24,P684,0
2020-02-24,P685,0
2020-02-24,P686,2
2020-02-24,P687,0
2020-02-24,P688,0
2020-02-24,P689,0
2020-02-24,P690,0
2020-02-24,P691,0
2020-02-24,P692,0
2020-02-24,P693,4
2020-02-24,P694,0
2020-02-24,P695,0
2020-02-24,P696,0
2020-02-24,P697,0
2020-02-24,P698,2
2020-02-24,P699,0
2020-02-24,P700,0
2020-02-24,P701,6
2020-02-24,P702,5
2020-02-24,P703,2
2020-02-24,P704,0
2020-02-24,P705,1
2020-02-24,P706,0
2020-02-24,P707,0
2020-02-24,P708,0
2020-02-24,P711,0
2020-02-24,P712,0
2020-02-24,P713,0
2020-02-24,P714,0
2020-02-24,P715,0
2020-02-24,P716,0
2020-02-24,P717,0
2020-02-24,P718,1
2020-02-24,P719,0
2020-02-24,P720,0
2020-02-24,P721,0
2020-02-24,P722,0
2020-02-24,P724,0
2020-02-24,P726,1
2020-02-24,P727,3
2020-02-24,P728,0
2020-02-24,P729,0
2020-02-24,P730,1
2020-02-24,P731,0
2020-02-24,P732,0
2020-02-24,P733,1
2020-02-24,P734,0
2020-02-24,P735,0
2020-02-24,P736,2
2020-02-24,P737,3
2020-02-24,P738,0
2020-02-24,P739,1
2020-02-24,P740,0
2020-02-24,P741,0
2020-02-24,P742,0
2020-02-24,P743,0
2020-02-24,P744,0
2020-02-24,P745,7
2020-02-24,P746,0
2020-02-24,P747,8
2020-02-24,P748,0
2020-02-24,P749,0
2020-02-24,P750,0
2020-02-24,P751,1
2020-02-24,P752,3
2020-02-24,P753,0
2020-02-24,P754,2
2020-02-24,P755,0
2020-02-24,P756,0
2020-02-24,P757,0
2020-02-24,P758,0
2020-02-24,P759,0
2020-02-24,P760,0
2020-02-24,P761,0
2020-02-24,P762,1
2020-02-24,P763,0
2020-02-24,P764,1
2020-02-24,P765,0
2020-02-24,P766,1
2020-02-24,P767,2
2020-02-24,P768,7
2020-02-24,P769,2
2020-02-24,P770,0
2020-02-24,P771,0
2020-02-24,P772,0
2020-02-24,P773,0
2020-02-24,P774,0
2020-02-24,P775,0
2020-02-24,P776,0
2020-02-24,P777,0
2020-02-24,P778,0
2020-02-24,P779,0
2020-02-24,P780,0
2020-02-24,P781,15
2020-02-24,P782,6
2020-02-24,P783,13
2020-02-24,P784,4
2020-02-24,P785,3
2020-02-24,P786,4
2020-02-24,P787,1
2020-02-24,P788,3
2020-02-24,P789,4
2020-02-24,P790,4
2020-02-24,P791,7
2020-02-24,P792,2
2020-02-24,P793,3
2020-02-24,P794,0
2020-02-24,P795,0
2020-02-24,P796,1
2020-02-24,P797,4
2020-02-24,P798,3
2020-02-24,P799,2
2020-02-24,P800,2
2020-02-24,P801,1
2020-02-24,P802,0
2020-02-24,P803,3
2020-02-24,P804,1
2020-02-24,P805,1
2020-02-24,P806,4
2020-02-24,P807,2
2020-02-24,P808,2
2020-02-24,P809,0
2020-02-24,P810,0
2020-02-24,P811,2
2020-02-24,P812,2
2020-02-24,P813,5
2020-02-24,P814,8
2020-02-24,P815,0
2020-02-24,P816,6
2020-02-24,P817,1
2020-02-24,P818,0
2020-02-24,P819,0
2020-03-02,P1,6
2020-03-02,P2,3
2020-03-02,P3,12
2020-03-02,P4,13
2020-03-02,P5,9
2020-03-02,P6,6
2020-03-02,P7,10
2020-03-02,P8,10
2020-03-02,P9,13
2020-03-02,P10,24
2020-03-02,P11,11
2020-03-02,P12,5
2020-03-02,P13,10
2020-03-02,P14,13
2020-03-02,P15,25
2020-03-02,P16,49
2020-03-02,P17,39
2020-03-02,P18,36
2020-03-02,P19,42
2020-03-02,P20,12
2020-03-02,P21,6
2020-03-02,P22,11
2020-03-02,P23,5
2020-03-02,P24,41
2020-03-02,P25,24
2020-03-02,P26,10
2020-03-02,P27,45
2020-03-02,P28,43
2020-03-02,P29,10
2020-03-02,P30,26
2020-03-02,P31,13
2020-03-02,P32,11
2020-03-02,P33,8
2020-03-02,P34,45
2020-03-02,P35,28
2020-03-02,P36,27
2020-03-02,P37,36
2020-03-02,P38,49
2020-03-02,P39,43
2020-03-02,P40,39
2020-03-02,P41,47
2020-03-02,P42,22
2020-03-02,P43,38
2020-03-02,P44,34
2020-03-02,P45,34
2020-03-02,P46,45
2020-03-02,P47,37
2020-03-02,P48,35
2020-03-02,P49,30
2020-03-02,P50,12
2020-03-02,P51,14
2020-03-02,P52,41
2020-03-02,P53,2
2020-03-02,P54,41
2020-03-02,P55,42
2020-03-02,P56,36
2020-03-02,P57,36
2020-03-02,P58,41
2020-03-02,P59,9
2020-03-02,P60,37
2020-03-02,P61,33
2020-03-02,P62,8
2020-03-02,P63,40
2020-03-02,P64,29
2020-03-02,P65,12
2020-03-02,P66,36
2020-03-02,P67,47
2020-03-02,P68,10
2020-03-02,P69,44
2020-03-02,P70,35
2020-03-02,P71,11
2020-03-02,P72,28
2020-03-02,P73,56
2020-03-02,P74,10
2020-03-02,P75,38
2020-03-02,P76,38
2020-03-02,P77,1
2020-03-02,P78,47
2020-03-02,P79,41
2020-03-02,P80,36
2020-03-02,P81,7
2020-03-02,P82,4
2020-03-02,P83,63
2020-03-02,P84,41
2020-03-02,P85,31
2020-03-02,P86,43
2020-03-02,P87,40
2020-03-02,P88,45
2020-03-02,P89,35
2020-03-02,P90,47
2020-03-02,P91,9
2020-03-02,P92,38
2020-03-02,P93,12
2020-03-02,P94,6
2020-03-02,P95,11
2020-03-02,P96,47
2020-03-02,P97,38
2020-03-02,P98,4
2020-03-02,P99,11
2020-03-02,P100,7
2020-03-02,P101,38
2020-03-02,P102,22
2020-03-02,P103,12
2020-03-02,P104,5
2020-03-02,P105,5
2020-03-02,P106,16
2020-03-02,P107,19
2020-03-02,P108,6
2020-03-02,P109,9
2020-03-02,P110,10
2020-03-02,P111,2
2020-03-02,P112,57
2020-03-02,P113,40
2020-03-02,P114,11
2020-03-02,P115,10
2020-03-02,P116,11
2020-03-02,P117,4
2020-03-02,P118,13
2020-03-02,P119,44
2020-03-02,P120,37
2020-03-02,P121,11
2020-03-02,P122,12
2020-03-02,P123,4
2020-03-02,P124,2
2020-03-02,P125,15
2020-03-02,P126,5
2020-03-02,P127,1
2020-03-02,P128,43
2020-03-02,P129,37
2020-03-02,P130,50
2020-03-02,P131,39
2020-03-02,P132,32
2020-03-02,P133,33
2020-03-02,P134,32
2020-03-02,P135,39
2020-03-02,P136,42
2020-03-02,P137,43
2020-03-02,P138,26
2020-03-02,P139,41
2020-03-02,P140,34
2020-03-02,P141,40
2020-03-02,P142,35
2020-03-02,P143,49
2020-03-02,P144,6
2020-03-02,P145,13
2020-03-02,P146,11
2020-03-02,P147,10
2020-03-02,P148,3
2020-03-02,P149,14
2020-03-02,P150,4
2020-03-02,P151,1
2020-03-02,P152,6
2020-03-02,P153,17
2020-03-02,P154,11
2020-03-02,P155,3
2020-03-02,P156,4
2020-03-02,P157,15
2020-03-02,P158,2
2020-03-02,P159,5
2020-03-02,P160,6
2020-03-02,P161,2
2020-03-02,P162,9
2020-03-02,P163,1
2020-03-02,P164,8
2020-03-02,P165,6
2020-03-02,P166,9
2020-03-02,P167,45
2020-03-02,P168,35
2020-03-02,P169,38
2020-03-02,P170,37
2020-03-02,P171,13
2020-03-02,P172,40
2020-03-02,P173,37
2020-03-02,P174,43
2020-03-02,P175,43
2020-03-02,P176,45
2020-03-02,P177,39
2020-03-02,P178,34
2020-03-02,P179,37
2020-03-02,P180,55
2020-03-02,P181,49
2020-03-02,P182,44
2020-03-02,P183,33
2020-03-02,P184,47
2020-03-02,P185,38
2020-03-02,P186,21
2020-03-02,P187,40
2020-03-02,P188,43
2020-03-02,P189,30
2020-03-02,P190,38
2020-03-02,P191,42
2020-03-02,P192,31
2020-03-02,P193,33
2020-03-02,P194,33
2020-03-02,P195,3
2020-03-02,P196,36
2020-03-02,P197,10
2020-03-02,P198,8
2020-03-02,P199,4
2020-03-02,P200,17
2020-03-02,P201,2
2020-03-02,P202,20
2020-03-02,P203,5
2020-03-02,P204,2
2020-03-02,P205,14
2020-03-02,P206,4
2020-03-02,P207,7
2020-03-02,P208,19
2020-03-02,P209,8
2020-03-02,P210,9
2020-03-02,P211,10
2020-03-02,P212,0
2020-03-02,P213,0
2020-03-02,P214,1
2020-03-02,P215,0
2020-03-02,P216,0
2020-03-02,P217,0
2020-03-02,P218,0
2020-03-02,P219,0
2020-03-02,P220,0
2020-03-02,P221,0
2020-03-02,P222,0
2020-03-02,P223,0
2020-03-02,P224,0
2020-03-02,P225,0
2020-03-02,P226,0
2020-03-02,P227,0
2020-03-02,P228,0
2020-03-02,P229,0
2020-03-02,P230,0
2020-03-02,P231,0
2020-03-02,P232,0
2020-03-02,P233,0
2020-03-02,P234,0
2020-03-02,P235,0
2020-03-02,P236,0
2020-03-02,P237,0
2020-03-02,P238,0
2020-03-02,P239,0
2020-03-02,P240,0
2020-03-02,P241,0
2020-03-02,P242,0
2020-03-02,P243,0
2020-03-02,P244,0
2020-03-02,P245,0
2020-03-02,P246,0
2020-03-02,P247,0
2020-03-02,P248,0
2020-03-02,P249,0
2020-03-02,P250,0
2020-03-02,P251,0
2020-03-02,P252,0
2020-03-02,P253,0
2020-03-02,P254,0
2020-03-02,P255,0
2020-03-02,P256,0
2020-03-02,P257,1
2020-03-02,P258,0
2020-03-02,P259,0
2020-03-02,P260,0
2020-03-02,P261,22
2020-03-02,P262,38
2020-03-02,P263,23
2020-03-02,P264,15
2020-03-02,P265,3
2020-03-02,P266,11
2020-03-02,P267,8
2020-03-02,P268,17
2020-03-02,P269,12
2020-03-02,P270,29
2020-03-02,P271,1
2020-03-02,P272,0
2020-03-02,P273,0
2020-03-02,P274,0
2020-03-02,P275,0
2020-03-02,P276,0
2020-03-02,P277,0
2020-03-02,P278,1
2020-03-02,P279,0
2020-03-02,P280,0
2020-03-02,P281,0
2020-03-02,P282,1
2020-03-02,P283,0
2020-03-02,P284,18
2020-03-02,P285,16
2020-03-02,P286,15
2020-03-02,P287,0
2020-03-02,P288,1
2020-03-02,P289,0
2020-03-02,P290,0
2020-03-02,P291,4
2020-03-02,P292,3
2020-03-02,P293,0
2020-03-02,P294,16
2020-03-02,P295,2
2020-03-02,P296,4
2020-03-02,P297,2
2020-03-02,P298,7
2020-03-02,P299,8
2020-03-02,P300,4
2020-03-02,P301,3
2020-03-02,P302,4
2020-03-02,P303,4
2020-03-02,P304,14
2020-03-02,P305,12
2020-03-02,P306,9
2020-03-02,P307,4
2020-03-02,P308,5
2020-03-02,P309,5
2020-03-02,P310,5
2020-03-02,P311,12
2020-03-02,P312,0
2020-03-02,P313,4
2020-03-02,P314,10
2020-03-02,P315,5
2020-03-02,P316,10
2020-03-02,P317,4
2020-03-02,P318,8
2020-03-02,P319,15
2020-03-02,P320,6
2020-03-02,P321,1
2020-03-02,P322,8
2020-03-02,P323,5
2020-03-02,P324,9
2020-03-02,P325,3
2020-03-02,P326,7
2020-03-02,P327,1
2020-03-02,P328,5
2020-03-02,P329,6
2020-03-02,P330,10
2020-03-02,P331,4
2020-03-02,P332,10
2020-03-02,P333,9
2020-03-02,P334,10
2020-03-02,P335,2
2020-03-02,P336,3
2020-03-02,P337,1
2020-03-02,P338,3
2020-03-02,P339,2
2020-03-02,P340,0
2020-03-02,P341,3
2020-03-02,P342,2
2020-03-02,P343,1
2020-03-02,P344,2
2020-03-02,P345,1
2020-03-02,P346,0
2020-03-02,P347,1
2020-03-02,P348,1
2020-03-02,P349,0
2020-03-02,P350,0
2020-03-02,P351,0
2020-03-02,P352,1
2020-03-02,P354,0
2020-03-02,P355,0
2020-03-02,P356,10
2020-03-02,P357,3
2020-03-02,P358,1
2020-03-02,P359,6
2020-03-02,P360,1
2020-03-02,P361,2
2020-03-02,P362,1
2020-03-02,P363,0
2020-03-02,P364,10
2020-03-02,P365,3
2020-03-02,P366,3
2020-03-02,P367,2
2020-03-02,P368,7
2020-03-02,P369,4
2020-03-02,P370,2
2020-03-02,P371,2
2020-03-02,P372,1
2020-03-02,P373,2
2020-03-02,P374,1
2020-03-02,P375,1
2020-03-02,P376,0
2020-03-02,P377,0
2020-03-02,P378,0
